Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
22:47:43.038,0.00,5.00,5.00,-0.20
22:47:43.041,0.00,4.99,4.99,-0.20
22:47:43.044,0.00,4.99,4.99,-0.20
22:47:43.048,0.00,4.98,4.98,-0.30
22:47:43.051,0.00,4.99,4.99,-0.30
22:47:43.054,0.00,4.99,4.99,-0.10
22:47:43.058,4.00,5.00,5.00,-0.40
22:47:43.075,0.00,4.99,4.99,-0.10
22:47:43.078,0.00,4.99,4.99,-0.30
22:47:43.081,0.00,5.00,5.00,-0.30
22:47:43.085,0.00,4.98,4.98,-0.30
22:47:43.088,0.00,4.99,4.99,-0.40
22:47:43.092,0.00,5.00,5.00,-0.30
22:47:43.095,0.00,5.00,5.00,-0.30
22:47:43.098,0.00,4.99,4.99,-0.10
22:47:43.102,4.00,4.99,4.99,-0.30
22:47:43.105,0.00,4.99,4.99,-0.20
22:47:43.108,0.00,4.98,4.98,-0.20
22:47:43.112,0.00,4.98,4.98,-0.20
22:47:43.115,0.00,4.98,4.98,-0.10
22:47:43.119,0.00,4.99,4.99,0.00
22:47:43.122,0.00,4.99,4.99,-0.30
22:47:43.125,0.00,4.99,4.99,-0.30
22:47:43.129,0.00,4.99,4.99,-0.10
22:47:43.132,0.00,4.98,4.98,-0.20
22:47:43.135,0.00,4.99,4.99,-0.40
22:47:43.139,0.00,4.99,4.99,-0.30
22:47:43.142,0.00,4.99,4.99,-0.30
22:47:43.146,0.00,4.99,4.99,-0.10
22:47:43.149,0.00,4.99,4.99,-0.30
22:47:43.152,0.00,4.99,4.99,-0.20
22:47:43.156,0.00,4.98,4.98,-0.30
22:47:43.159,0.00,5.00,5.00,-0.20
22:47:43.163,0.00,5.00,5.00,-0.40
22:47:43.166,0.00,4.99,4.99,-0.30
22:47:43.169,0.00,4.99,4.99,-0.30
22:47:43.173,4.00,4.99,4.99,-0.50
22:47:43.176,0.00,4.99,4.99,-0.10
22:47:43.179,4.00,4.98,4.98,-0.40
22:47:43.183,0.00,4.99,4.99,-0.20
22:47:43.186,0.00,4.99,4.99,-0.30
22:47:43.190,4.00,4.99,4.99,-0.50
22:47:43.193,0.00,4.98,4.98,-0.10
22:47:43.196,0.00,4.99,4.99,0.00
22:47:43.200,0.00,5.00,5.00,-0.20
22:47:43.203,0.00,4.99,4.99,-0.30
22:47:43.206,0.00,4.99,4.99,-0.20
22:47:43.210,0.00,4.99,4.99,-0.30
22:47:43.213,0.00,5.00,5.00,-0.30
22:47:43.217,0.00,4.98,4.98,-0.20
22:47:43.220,0.00,4.99,4.99,0.10
22:47:43.223,4.00,5.00,5.00,-0.40
22:47:43.227,0.00,4.98,4.98,-0.20
22:47:43.230,4.00,4.98,4.98,-0.40
22:47:43.234,0.00,5.00,5.00,-0.30
22:47:43.237,0.00,5.00,5.00,0.10
22:47:43.240,0.00,5.00,5.00,-0.10
22:47:43.256,0.00,4.99,4.99,-0.40
22:47:43.259,0.00,5.00,5.00,-0.20
22:47:43.263,0.00,4.98,4.98,-0.20
22:47:43.266,0.00,4.99,4.99,-0.20
22:47:43.270,0.00,4.99,4.99,-0.20
22:47:43.273,0.00,4.99,4.99,-0.10
22:47:43.276,4.00,4.99,4.99,-0.50
22:47:43.280,0.00,5.00,5.00,-0.30
22:47:43.283,0.00,5.00,5.00,-0.30
22:47:43.286,0.00,4.98,4.98,-0.30
22:47:43.290,0.00,4.99,4.99,-0.60
22:47:43.293,0.00,4.99,4.99,-0.40
22:47:43.297,0.00,5.00,5.00,0.10
22:47:43.300,0.00,5.00,5.00,-0.30
22:47:43.303,0.00,4.99,4.99,-0.10
22:47:43.307,4.00,4.99,4.99,-0.40
22:47:43.310,0.00,4.98,4.98,0.00
22:47:43.314,0.00,5.00,5.00,-0.20
22:47:43.317,0.00,4.99,4.99,-0.10
22:47:43.320,4.00,5.00,5.00,-0.40
22:47:43.324,4.00,4.99,4.99,-0.50
22:47:43.327,0.00,4.99,4.99,-0.10
22:47:43.330,0.00,4.99,4.99,-0.20
22:47:43.334,0.00,4.98,4.98,-0.10
