Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
21.47.19.262,68.00,5.00,5.00,14.00
21.47.19.275,68.00,4.99,4.99,13.80
21.47.19.288,72.00,4.99,4.99,13.70
21.47.19.301,68.00,5.00,5.00,13.90
21.47.19.314,68.00,5.00,5.00,14.10
21.47.19.327,68.00,4.99,4.99,13.90
21.47.19.340,68.00,5.00,5.00,14.00
21.47.19.353,68.00,5.00,5.00,13.90
21.47.19.366,68.00,4.99,4.99,13.90
21.47.19.379,68.00,4.99,4.99,13.90
21.47.19.392,68.00,5.00,5.00,14.00
21.47.19.405,68.00,4.99,4.99,14.10
21.47.19.418,68.00,5.00,5.00,13.70
21.47.19.431,68.00,5.00,5.00,14.00
21.47.19.444,68.00,4.99,4.99,13.90
21.47.19.457,68.00,5.00,5.00,14.00
21.47.19.470,72.00,5.00,5.00,14.00
21.47.19.483,68.00,4.98,4.99,13.90
21.47.19.496,68.00,4.99,4.99,13.90
21.47.19.509,72.00,4.99,4.99,14.30
21.47.19.522,68.00,4.98,4.99,13.90
21.47.19.535,68.00,4.99,4.99,14.00
21.47.19.548,68.00,4.98,4.99,14.00
21.47.19.561,68.00,4.99,4.99,13.70
21.47.19.574,68.00,4.99,4.99,13.90
21.47.19.587,68.00,5.00,5.00,14.00
21.47.19.600,68.00,5.00,5.00,13.90
21.47.19.613,68.00,5.00,5.00,13.90
21.47.19.626,68.00,5.00,5.00,13.90
21.47.19.639,68.00,5.00,5.01,14.00
21.47.19.652,68.00,5.00,5.00,14.00
21.47.19.665,68.00,4.99,4.99,14.00
21.47.19.678,68.00,5.00,5.00,13.90
21.47.19.691,72.00,5.00,5.00,14.10
21.47.19.704,68.00,4.99,4.99,14.10
21.47.19.717,68.00,5.00,5.00,14.00
21.47.19.730,68.00,5.00,5.00,13.70
21.47.19.743,68.00,4.99,4.99,14.10
21.47.19.756,68.00,5.00,5.00,14.10
21.47.19.769,68.00,5.00,5.00,13.90
21.47.19.782,68.00,4.99,4.99,13.90
21.47.19.795,72.00,5.00,5.00,14.10
21.47.19.820,68.00,5.00,5.00,13.90
21.47.19.833,72.00,5.00,5.00,14.20
21.47.19.846,68.00,4.99,4.99,14.10
21.47.19.859,68.00,5.00,5.00,14.00
21.47.19.872,68.00,5.00,5.00,14.00
21.47.19.885,68.00,4.99,4.99,14.00
21.47.19.898,68.00,5.00,5.00,13.70
21.47.19.911,68.00,5.00,5.00,13.90
21.47.19.924,68.00,4.99,4.99,14.00
21.47.19.937,68.00,5.00,5.00,13.80
21.47.19.950,68.00,5.00,5.00,13.90
21.47.19.963,68.00,4.99,4.99,13.80
21.47.19.976,68.00,5.00,5.00,13.90
21.47.19.989,68.00,5.00,5.00,13.90
21.47.20.002,68.00,4.99,4.99,14.00
21.47.20.015,68.00,5.00,5.00,13.70
21.47.20.028,68.00,5.00,5.00,13.80
21.47.20.041,68.00,4.99,4.99,13.70
21.47.20.054,68.00,5.00,5.01,13.70
21.47.20.067,68.00,5.00,5.00,14.00
21.47.20.080,68.00,5.00,5.00,13.90
21.47.20.093,68.00,5.00,5.00,14.10
21.47.20.106,68.00,4.99,4.99,13.90
21.47.20.119,68.00,5.00,5.00,13.90
21.47.20.132,68.00,5.00,5.01,13.80
21.47.20.145,68.00,4.99,4.99,14.10
21.47.20.158,68.00,5.00,5.01,13.90
21.47.20.171,68.00,5.00,5.00,13.90
21.47.20.184,68.00,4.99,4.99,13.90
21.47.20.197,68.00,5.00,5.00,13.90
21.47.20.210,68.00,5.00,5.00,13.70
21.47.20.223,68.00,4.99,4.99,13.80
21.47.20.236,68.00,5.00,5.01,13.90
21.47.20.249,68.00,5.00,5.00,13.90
21.47.20.262,68.00,4.99,4.99,14.00
21.47.20.275,68.00,5.00,5.00,13.90
21.47.20.288,68.00,5.00,5.00,14.00
21.47.20.301,68.00,4.99,4.99,13.80
21.47.20.314,68.00,5.00,5.00,13.70
21.47.20.327,68.00,4.99,4.99,14.10
21.47.20.340,68.00,5.00,5.00,13.90
21.47.20.353,68.00,5.00,5.00,13.80
21.47.20.366,68.00,5.00,5.00,13.80
21.47.20.379,68.00,5.00,5.00,13.90
21.47.20.392,68.00,5.00,5.01,14.30
21.47.20.405,68.00,4.99,4.99,13.80
21.47.20.418,68.00,5.00,5.01,13.90
21.47.20.431,68.00,5.00,5.00,13.90
21.47.20.444,68.00,5.00,5.00,13.80
21.47.20.457,68.00,5.00,5.01,13.70
21.47.20.482,68.00,4.99,4.99,13.90
21.47.20.495,72.00,5.00,5.01,14.10
21.47.20.508,68.00,4.99,4.99,14.00
21.47.20.521,68.00,5.00,5.00,14.00
21.47.20.534,72.00,5.00,5.01,13.80
21.47.20.547,68.00,4.99,4.99,13.90
21.47.20.560,68.00,5.00,5.00,14.10
21.47.20.573,72.00,5.00,5.00,14.20
21.47.20.586,72.00,4.99,4.99,14.20
21.47.20.599,68.00,5.00,5.00,13.90
21.47.20.612,68.00,5.00,5.00,14.00
21.47.20.625,68.00,4.99,4.99,13.90
21.47.20.638,68.00,5.00,5.00,13.90
21.47.20.651,68.00,5.00,5.00,13.90
21.47.20.664,68.00,5.00,5.00,13.80
21.47.20.677,68.00,5.00,5.00,14.10
21.47.20.690,68.00,5.00,5.00,14.00
21.47.20.703,68.00,4.99,4.99,13.80
21.47.20.716,68.00,5.00,5.00,13.90
21.47.20.729,68.00,5.00,5.00,13.80
21.47.20.742,68.00,5.00,5.00,13.90
21.47.20.755,68.00,5.00,5.00,13.70
21.47.20.768,68.00,5.00,5.00,13.60
21.47.20.781,68.00,5.00,5.00,14.00
21.47.20.794,68.00,5.00,5.00,13.90
21.47.20.807,68.00,5.00,5.00,14.00
21.47.20.820,68.00,5.00,5.00,13.80
21.47.20.833,68.00,5.00,5.00,13.90
21.47.20.846,68.00,5.00,5.00,13.70
21.47.20.859,68.00,5.00,5.00,13.70
21.47.20.872,68.00,5.00,5.00,13.90
21.47.20.885,68.00,5.00,5.00,14.00
21.47.20.898,68.00,5.00,5.00,14.00
21.47.20.911,68.00,5.00,5.01,13.90
21.47.20.924,68.00,5.00,5.00,14.00
21.47.20.937,68.00,5.00,5.01,13.90
21.47.20.950,68.00,5.00,5.00,13.90
21.47.20.963,68.00,4.99,4.99,13.80
21.47.20.976,68.00,5.00,5.00,14.00
21.47.20.989,68.00,5.00,5.00,13.90
21.47.21.002,68.00,4.99,4.99,14.00
21.47.21.015,68.00,4.99,4.99,13.80
21.47.21.028,68.00,5.00,5.00,13.90
21.47.21.041,68.00,4.99,4.99,14.00
21.47.21.054,72.00,5.00,5.01,14.10
21.47.21.067,68.00,5.00,5.00,13.60
21.47.21.080,68.00,5.00,5.00,13.90
21.47.21.093,68.00,5.00,5.01,14.00
21.47.21.106,68.00,4.99,4.99,13.80
21.47.21.119,68.00,4.99,4.99,13.80
21.47.21.145,68.00,4.99,4.99,13.90
21.47.21.158,68.00,5.00,5.00,13.70
21.47.21.171,68.00,5.00,5.00,13.80
21.47.21.184,68.00,4.99,4.99,13.80
21.47.21.197,68.00,5.00,5.00,13.90
21.47.21.210,68.00,5.00,5.00,13.70
21.47.21.223,68.00,4.98,4.99,13.90
21.47.21.236,68.00,5.00,5.00,13.80
21.47.21.249,68.00,5.00,5.00,13.90
21.47.21.262,68.00,4.99,4.99,13.70
21.47.21.275,68.00,5.00,5.00,13.90
21.47.21.288,68.00,5.00,5.00,13.90
21.47.21.301,68.00,4.99,4.99,13.80
21.47.21.314,68.00,5.00,5.00,13.70
21.47.21.327,68.00,4.99,4.99,13.70
21.47.21.340,68.00,5.00,5.00,13.90
21.47.21.353,68.00,5.00,5.00,13.80
21.47.21.366,68.00,4.99,4.99,13.80
21.47.21.379,68.00,5.00,5.00,14.00
21.47.21.392,68.00,5.00,5.00,13.90
21.47.21.405,68.00,4.99,4.99,13.80
21.47.21.418,68.00,5.00,5.01,13.50
21.47.21.431,68.00,5.00,5.01,13.90
21.47.21.444,68.00,4.99,4.99,13.90
21.47.21.457,68.00,5.00,5.00,13.80
21.47.21.470,68.00,5.00,5.00,14.00
